seed,wb_run_group,test_accuracy,test_accuracy_flipped,deployed_accuracy,deployed_accuracy_flipped,intervention,dataset_a,dataset_b,ablated_dataset,pair
0,sentiment_pronouns_0,0.0,1.0,0.1145833358168602,0.8854166865348816,random,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
0,sentiment_pronouns_0,0.0,1.0,0.4895833432674408,0.5104166865348816,top,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
0,verbs_pronouns_0,0.0,1.0,0.0,1.0,base,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
0,verbs_pronouns_0,0.0,1.0,0.0,1.0,interpreted,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
0,verbs_pronouns_0,0.0,1.0,0.0,1.0,random,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
0,verbs_pronouns_0,0.0,1.0,0.3885416686534881,0.6114583611488342,top,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
1,verbs_sentiment_1,0.1510416716337204,0.8489583730697632,0.1510416716337204,0.8489583730697632,base,verbs,sentiment,verbs,"('verbs', 'sentiment')"
1,verbs_sentiment_1,0.1145833358168602,0.8854166865348816,0.0885416716337204,0.9114583730697632,interpreted,verbs,sentiment,verbs,"('verbs', 'sentiment')"
1,verbs_sentiment_1,0.1197916716337204,0.8802083730697632,0.1197916716337204,0.8802083730697632,random,verbs,sentiment,verbs,"('verbs', 'sentiment')"
1,sports_pronouns_0,0.4130682051181793,0.5869318246841431,0.4130682051181793,0.5869318246841431,base,sports,pronouns,pronouns,"('sports', 'pronouns')"
1,verbs_sentiment_1,0.359375,0.640625,0.4895833432674408,0.5104166865348816,top,verbs,sentiment,verbs,"('verbs', 'sentiment')"
1,sports_pronouns_0,0.4159091114997864,0.5840908885002136,0.5829545855522156,0.4170454442501068,interpreted,sports,pronouns,pronouns,"('sports', 'pronouns')"
1,sports_pronouns_0,0.2448863536119461,0.7551136612892151,0.4840908944606781,0.5159091353416443,random,sports,pronouns,pronouns,"('sports', 'pronouns')"
1,pronouns_sports_0,0.1022727265954017,0.8977273106575012,0.1022727265954017,0.8977273106575012,base,pronouns,sports,sports,"('pronouns', 'sports')"
1,sports_pronouns_0,0.0,1.0,0.1590909212827682,0.1113636419177055,top,sports,pronouns,pronouns,"('sports', 'pronouns')"
1,pronouns_sports_0,1.0,0.0,0.0869318172335624,0.3357954621315002,interpreted,pronouns,sports,sports,"('pronouns', 'sports')"
1,pronouns_sports_0,1.0,0.0,0.0772727280855178,0.1892045587301254,random,pronouns,sports,sports,"('pronouns', 'sports')"
1,sentiment_verbs_1,0.8541666865348816,0.1458333432674408,0.8489583730697632,0.1510416716337204,base,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
1,pronouns_sports_0,1.0,0.0,0.0528409145772457,0.1210227236151695,top,pronouns,sports,sports,"('pronouns', 'sports')"
1,sentiment_verbs_1,0.020833333954215,0.9791666865348816,0.328125,0.671875,interpreted,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
1,sentiment_verbs_1,0.4166666865348816,0.5833333730697632,0.5416666865348816,0.4583333432674408,random,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
1,sentiment_sports_0,0.018750000745058,0.981249988079071,0.018750000745058,0.981249988079071,base,sentiment,sports,sports,"('sentiment', 'sports')"
1,sentiment_verbs_1,0.5208333730697632,0.4791666865348816,0.6041666865348816,0.3958333432674408,top,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
1,sentiment_sports_0,0.0874999985098838,0.912500023841858,0.3704545497894287,0.5710226893424988,interpreted,sentiment,sports,sports,"('sentiment', 'sports')"
1,sentiment_sports_0,0.8852273225784302,0.114772729575634,0.543749988079071,0.4034090936183929,random,sentiment,sports,sports,"('sentiment', 'sports')"
1,verbs_sports_0,0.0125000001862645,0.987500011920929,0.0125000001862645,0.987500011920929,base,verbs,sports,sports,"('verbs', 'sports')"
1,sentiment_sports_0,0.5340909361839294,0.4659090936183929,0.4971590936183929,0.4409091174602508,top,sentiment,sports,sports,"('sentiment', 'sports')"
1,verbs_sports_0,0.6636363863945007,0.3363636434078216,0.3238636553287506,0.6761364340782166,interpreted,verbs,sports,sports,"('verbs', 'sports')"
1,verbs_sports_0,0.018750000745058,0.981249988079071,0.0715909153223037,0.9284090995788574,random,verbs,sports,sports,"('verbs', 'sports')"
1,sentiment_pronouns_0,0.0104166669771075,0.9895833730697632,0.0104166669771075,0.9895833730697632,base,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
1,verbs_sports_0,0.7295454740524292,0.2704545557498932,0.2869318425655365,0.6323863863945007,top,verbs,sports,sports,"('verbs', 'sports')"
1,sentiment_pronouns_0,0.0,1.0,0.0260416679084301,0.9739583730697632,interpreted,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
1,sentiment_pronouns_0,0.0,1.0,0.3697916865348816,0.6302083730697632,random,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
1,verbs_pronouns_0,0.0,1.0,0.0,1.0,base,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
1,sentiment_pronouns_0,0.0,1.0,0.4739583432674408,0.5260416865348816,top,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
1,verbs_pronouns_0,0.0,1.0,0.0,1.0,interpreted,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
1,verbs_pronouns_0,0.0,1.0,0.0031250000465661,0.996874988079071,random,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
1,verbs_pronouns_0,0.0,1.0,0.3916666805744171,0.6083333492279053,top,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
2,verbs_sentiment_1,0.1875,0.8125,0.1927083432674408,0.8072916865348816,base,verbs,sentiment,verbs,"('verbs', 'sentiment')"
2,verbs_sentiment_1,0.15625,0.84375,0.1354166716337204,0.8645833730697632,interpreted,verbs,sentiment,verbs,"('verbs', 'sentiment')"
2,verbs_sentiment_1,0.1614583432674408,0.8385416865348816,0.1770833432674408,0.8229166865348816,random,verbs,sentiment,verbs,"('verbs', 'sentiment')"
2,sports_pronouns_0,0.3852272927761078,0.6147727370262146,0.3852272927761078,0.6147727370262146,base,sports,pronouns,pronouns,"('sports', 'pronouns')"
2,verbs_sentiment_1,0.4583333432674408,0.5416666865348816,0.4947916865348816,0.5052083730697632,top,verbs,sentiment,verbs,"('verbs', 'sentiment')"
2,sports_pronouns_0,0.2142045497894287,0.7857954502105713,0.4068182110786438,0.5931817889213562,interpreted,sports,pronouns,pronouns,"('sports', 'pronouns')"
2,sports_pronouns_0,0.2852272689342499,0.7147727012634277,0.586363673210144,0.4136363565921783,random,sports,pronouns,pronouns,"('sports', 'pronouns')"
2,pronouns_sports_0,0.1613636463880539,0.8386363983154297,0.1613636463880539,0.8386363983154297,base,pronouns,sports,sports,"('pronouns', 'sports')"
2,sports_pronouns_0,0.0,1.0,0.1960227340459823,0.0806818231940269,top,sports,pronouns,pronouns,"('sports', 'pronouns')"
2,pronouns_sports_0,1.0,0.0,0.0772727280855178,0.3664772808551788,interpreted,pronouns,sports,sports,"('pronouns', 'sports')"
2,pronouns_sports_0,0.7636364102363586,0.2363636493682861,0.1954545527696609,0.7295454740524292,random,pronouns,sports,sports,"('pronouns', 'sports')"
2,sentiment_verbs_1,0.7447916865348816,0.2552083432674408,0.7291666865348816,0.2708333432674408,base,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
2,pronouns_sports_0,1.0,0.0,0.050000000745058,0.1920454502105713,top,pronouns,sports,sports,"('pronouns', 'sports')"
2,sentiment_verbs_1,0.0104166669771075,0.9895833730697632,0.2395833432674408,0.7604166865348816,interpreted,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
2,sentiment_verbs_1,0.0729166716337204,0.9270833730697632,0.328125,0.671875,random,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
2,sentiment_sports_0,0.0125000001862645,0.987500011920929,0.0125000001862645,0.987500011920929,base,sentiment,sports,sports,"('sentiment', 'sports')"
2,sentiment_verbs_1,0.5364583730697632,0.4635416865348816,0.5989583730697632,0.4010416865348816,top,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
2,sentiment_sports_0,0.1062500029802322,0.893750011920929,0.4630682170391083,0.4943182170391083,interpreted,sentiment,sports,sports,"('sentiment', 'sports')"
2,sentiment_sports_0,0.8073863983154297,0.1926136463880539,0.4937500059604645,0.2642045617103576,random,sentiment,sports,sports,"('sentiment', 'sports')"
2,verbs_sports_0,0.0125000001862645,0.987500011920929,0.0125000001862645,0.987500011920929,base,verbs,sports,sports,"('verbs', 'sports')"
2,sentiment_sports_0,0.5590909123420715,0.4409091174602508,0.4749999940395355,0.4170454442501068,top,sentiment,sports,sports,"('sentiment', 'sports')"
2,verbs_sports_0,0.7397727370262146,0.2602272927761078,0.3142045438289642,0.6857954859733582,interpreted,verbs,sports,sports,"('verbs', 'sports')"
2,verbs_sports_0,0.018750000745058,0.981249988079071,0.1835227310657501,0.7261363863945007,random,verbs,sports,sports,"('verbs', 'sports')"
2,sentiment_pronouns_0,0.0,1.0,0.0,1.0,base,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
2,verbs_sports_0,0.7079545855522156,0.2920454442501068,0.3392045497894287,0.6045454740524292,top,verbs,sports,sports,"('verbs', 'sports')"
2,sentiment_pronouns_0,0.0,1.0,0.09375,0.90625,interpreted,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
2,sentiment_pronouns_0,0.0,1.0,0.34375,0.65625,random,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
2,verbs_pronouns_0,0.0,1.0,0.0,1.0,base,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
2,sentiment_pronouns_0,0.0,1.0,0.4739583432674408,0.5260416865348816,top,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
2,verbs_pronouns_0,0.0,1.0,0.0,1.0,interpreted,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
2,verbs_pronouns_0,0.0,1.0,0.030208334326744,0.9697917103767396,random,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
2,verbs_pronouns_0,0.0,1.0,0.3552083671092987,0.6447917222976685,top,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
3,verbs_sentiment_1,0.1614583432674408,0.8385416865348816,0.1614583432674408,0.8385416865348816,base,verbs,sentiment,verbs,"('verbs', 'sentiment')"
3,verbs_sentiment_1,0.296875,0.703125,0.2760416865348816,0.7239583730697632,interpreted,verbs,sentiment,verbs,"('verbs', 'sentiment')"
3,verbs_sentiment_1,0.0989583358168602,0.9010416865348816,0.1041666716337204,0.8958333730697632,random,verbs,sentiment,verbs,"('verbs', 'sentiment')"
3,sports_pronouns_0,0.3005681931972503,0.699431836605072,0.3005681931972503,0.699431836605072,base,sports,pronouns,pronouns,"('sports', 'pronouns')"
3,verbs_sentiment_1,0.4427083432674408,0.5572916865348816,0.4895833432674408,0.5052083730697632,top,verbs,sentiment,verbs,"('verbs', 'sentiment')"
3,sports_pronouns_0,0.2761363685131073,0.7238636612892151,0.4500000178813934,0.550000011920929,interpreted,sports,pronouns,pronouns,"('sports', 'pronouns')"
3,sports_pronouns_0,0.7789773344993591,0.2210227251052856,0.7977272868156433,0.2022727280855178,random,sports,pronouns,pronouns,"('sports', 'pronouns')"
3,pronouns_sports_0,0.2170454561710357,0.7829545736312866,0.2170454561710357,0.7829545736312866,base,pronouns,sports,sports,"('pronouns', 'sports')"
3,sports_pronouns_0,0.0,1.0,0.1403409093618393,0.1426136344671249,top,sports,pronouns,pronouns,"('sports', 'pronouns')"
3,pronouns_sports_0,1.0,0.0,0.1681818217039108,0.4096591174602508,interpreted,pronouns,sports,sports,"('pronouns', 'sports')"
3,pronouns_sports_0,1.0,0.0,0.3352272808551788,0.6306818127632141,random,pronouns,sports,sports,"('pronouns', 'sports')"
3,sentiment_verbs_1,0.8541666865348816,0.1458333432674408,0.8645833730697632,0.1354166716337204,base,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
3,pronouns_sports_0,1.0,0.0,0.050000000745058,0.1517045497894287,top,pronouns,sports,sports,"('pronouns', 'sports')"
3,sentiment_verbs_1,0.0364583358168602,0.9635416865348816,0.3333333432674408,0.6666666865348816,interpreted,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
3,sentiment_verbs_1,0.4166666865348816,0.5833333730697632,0.6145833730697632,0.3854166865348816,random,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
3,sentiment_sports_0,0.025000000372529,0.975000023841858,0.025000000372529,0.975000023841858,base,sentiment,sports,sports,"('sentiment', 'sports')"
3,sentiment_verbs_1,0.5104166865348816,0.4895833432674408,0.6302083730697632,0.3697916865348816,top,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
3,sentiment_sports_0,0.0715909153223037,0.9284090995788574,0.3761363625526428,0.5528408885002136,interpreted,sentiment,sports,sports,"('sentiment', 'sports')"
3,sentiment_sports_0,0.9039773344993592,0.0960227251052856,0.7948864102363586,0.1960227340459823,random,sentiment,sports,sports,"('sentiment', 'sports')"
3,verbs_sports_0,0.018750000745058,0.981249988079071,0.018750000745058,0.981249988079071,base,verbs,sports,sports,"('verbs', 'sports')"
3,sentiment_sports_0,0.5687500238418579,0.4312500059604645,0.5647727251052856,0.4227273166179657,top,sentiment,sports,sports,"('sentiment', 'sports')"
3,verbs_sports_0,0.6806818246841431,0.3193182051181793,0.3051136434078216,0.6948863863945007,interpreted,verbs,sports,sports,"('verbs', 'sports')"
3,verbs_sports_0,0.025000000372529,0.975000023841858,0.1119318231940269,0.8880681991577148,random,verbs,sports,sports,"('verbs', 'sports')"
3,sentiment_pronouns_0,0.0104166669771075,0.9895833730697632,0.0104166669771075,0.9895833730697632,base,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
3,verbs_sports_0,0.6897727251052856,0.3102272748947143,0.2988636493682861,0.5857954621315002,top,verbs,sports,sports,"('verbs', 'sports')"
3,sentiment_pronouns_0,0.0052083334885537,0.9947916865348816,0.0416666679084301,0.9583333730697632,interpreted,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
3,sentiment_pronouns_0,0.0,1.0,0.2864583432674408,0.7135416865348816,random,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
3,verbs_pronouns_0,0.0,1.0,0.0,1.0,base,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
3,sentiment_pronouns_0,0.0,1.0,0.4739583432674408,0.5260416865348816,top,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
3,verbs_pronouns_0,0.0031250000465661,0.996874988079071,0.0,1.0,interpreted,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
3,verbs_pronouns_0,0.0,1.0,0.3427083492279053,0.6447917222976685,random,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
3,verbs_pronouns_0,0.0,1.0,0.4197916984558105,0.5802083611488342,top,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,verbs_sentiment_1,0.1666666716337204,0.8333333730697632,0.1666666716337204,0.8333333730697632,base,verbs,sentiment,verbs,"('verbs', 'sentiment')"
4,verbs_sentiment_1,0.1875,0.8125,0.1927083432674408,0.8072916865348816,interpreted,verbs,sentiment,verbs,"('verbs', 'sentiment')"
4,verbs_sentiment_1,0.1458333432674408,0.8541666865348816,0.1458333432674408,0.8541666865348816,random,verbs,sentiment,verbs,"('verbs', 'sentiment')"
4,sports_pronouns_0,0.573863685131073,0.4261363446712494,0.573863685131073,0.4261363446712494,base,sports,pronouns,pronouns,"('sports', 'pronouns')"
4,verbs_sentiment_1,0.3489583432674408,0.6510416865348816,0.4635416865348816,0.53125,top,verbs,sentiment,verbs,"('verbs', 'sentiment')"
4,sports_pronouns_0,0.3284091055393219,0.6715909242630005,0.4528408944606781,0.5471591353416443,interpreted,sports,pronouns,pronouns,"('sports', 'pronouns')"
4,sports_pronouns_0,0.6295454502105713,0.3704545497894287,0.6295454502105713,0.3704545497894287,random,sports,pronouns,pronouns,"('sports', 'pronouns')"
4,pronouns_sports_0,0.2482954561710357,0.7517045736312866,0.2482954561710357,0.7517045736312866,base,pronouns,sports,sports,"('pronouns', 'sports')"
4,sports_pronouns_0,0.0,1.0,0.1403409093618393,0.1210227236151695,top,sports,pronouns,pronouns,"('sports', 'pronouns')"
4,pronouns_sports_0,1.0,0.0,0.0710227265954017,0.3289772868156433,interpreted,pronouns,sports,sports,"('pronouns', 'sports')"
4,pronouns_sports_0,1.0,0.0,0.0125000001862645,0.1392045468091964,random,pronouns,sports,sports,"('pronouns', 'sports')"
4,sentiment_verbs_1,0.9010416865348816,0.0989583358168602,0.90625,0.09375,base,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,pronouns_sports_0,1.0,0.0,0.0465909093618392,0.1517045497894287,top,pronouns,sports,sports,"('pronouns', 'sports')"
4,sentiment_verbs_1,0.020833333954215,0.9791666865348816,0.2395833432674408,0.7604166865348816,interpreted,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,sentiment_verbs_1,0.9322916865348816,0.0677083358168602,0.9166666865348816,0.0833333358168602,random,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,sentiment_sports_0,0.0090909097343683,0.9909090995788574,0.0090909097343683,0.9909090995788574,base,sentiment,sports,sports,"('sentiment', 'sports')"
4,sentiment_verbs_1,0.5989583730697632,0.4010416865348816,0.5885416865348816,0.4114583432674408,top,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,sentiment_sports_0,0.0340909101068973,0.9659091234207152,0.4693182110786438,0.5215908885002136,interpreted,sentiment,sports,sports,"('sentiment', 'sports')"
4,sentiment_sports_0,0.03125,0.96875,0.3471591174602508,0.6528409123420715,random,sentiment,sports,sports,"('sentiment', 'sports')"
4,verbs_sports_0,0.025000000372529,0.975000023841858,0.025000000372529,0.975000023841858,base,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_sports_0,0.5062500238418579,0.4937500059604645,0.4596590995788574,0.4073863625526428,top,sentiment,sports,sports,"('sentiment', 'sports')"
4,verbs_sports_0,0.7607954740524292,0.2392045557498932,0.2982954680919647,0.7017045617103577,interpreted,verbs,sports,sports,"('verbs', 'sports')"
4,verbs_sports_0,0.1278409212827682,0.8721591234207153,0.1397727280855178,0.8602272868156433,random,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_pronouns_0,0.0,1.0,0.0,1.0,base,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_sports_0,0.742613673210144,0.2573863565921783,0.2892045676708221,0.5210227370262146,top,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_pronouns_0,0.0,1.0,0.1041666716337204,0.8958333730697632,interpreted,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,sentiment_pronouns_0,0.0,1.0,0.2395833432674408,0.7604166865348816,random,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.0,1.0,base,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,sentiment_pronouns_0,0.0,1.0,0.4583333432674408,0.5416666865348816,top,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.0,1.0,interpreted,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.0031250000465661,0.996874988079071,random,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.4145833551883697,0.5854167342185974,top,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
0,verbs_sentiment_1,0.0572916679084301,0.9427083730697632,0.0520833358168602,0.9479166865348816,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
0,sports_pronouns_0,0.177840918302536,0.8221591114997864,0.146590918302536,0.8534091114997864,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
0,pronouns_sports_0,0.0897727236151695,0.9102272987365724,0.2198863476514816,0.1528409123420715,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
0,sentiment_verbs_1,0.859375,0.140625,0.453125,0.546875,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
0,sentiment_sports_0,0.0,1.0,0.4840908944606781,0.3647727370262146,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
0,verbs_sports_0,0.018750000745058,0.981249988079071,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
0,sentiment_pronouns_0,0.0,1.0,0.1145833358168602,0.8854166865348816,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
0,verbs_pronouns_0,0.0,1.0,0.5,0.5,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
1,verbs_sentiment_1,0.1510416716337204,0.8489583730697632,0.2291666716337204,0.7708333730697632,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
1,sports_pronouns_0,0.4130682051181793,0.5869318246841431,0.2977272868156433,0.7022727131843567,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
1,pronouns_sports_0,0.1022727265954017,0.8977273106575012,0.180681824684143,0.1488636434078216,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
1,sentiment_verbs_1,0.8541666865348816,0.1458333432674408,0.4739583432674408,0.5260416865348816,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
1,sentiment_sports_0,0.018750000745058,0.981249988079071,0.4562500119209289,0.4261363446712494,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
1,verbs_sports_0,0.0125000001862645,0.987500011920929,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
1,sentiment_pronouns_0,0.0104166669771075,0.9895833730697632,0.3958333432674408,0.6041666865348816,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
1,verbs_pronouns_0,0.0,1.0,0.5052083730697632,0.494791716337204,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
2,verbs_sentiment_1,0.1875,0.8125,0.328125,0.671875,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
2,sports_pronouns_0,0.3852272927761078,0.6147727370262146,0.2857954502105713,0.7142045497894287,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
2,pronouns_sports_0,0.1613636463880539,0.8386363983154297,0.1460227221250534,0.1676136404275894,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
2,sentiment_verbs_1,0.7447916865348816,0.2552083432674408,0.4270833432674408,0.5729166865348816,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
2,sentiment_sports_0,0.0125000001862645,0.987500011920929,0.4869318008422851,0.3704545497894287,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
2,verbs_sports_0,0.0125000001862645,0.987500011920929,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
2,sentiment_pronouns_0,0.0,1.0,0.1822916716337204,0.8177083730697632,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
2,verbs_pronouns_0,0.0,1.0,0.5052083730697632,0.494791716337204,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
3,verbs_sentiment_1,0.1614583432674408,0.8385416865348816,0.2552083432674408,0.7447916865348816,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
3,sports_pronouns_0,0.3005681931972503,0.699431836605072,0.2971591055393219,0.7028409242630005,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
3,pronouns_sports_0,0.1426136344671249,0.8573864102363586,0.1556818336248397,0.1238636374473571,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
3,sentiment_verbs_1,0.8541666865348816,0.1458333432674408,0.40625,0.59375,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
3,sentiment_sports_0,0.025000000372529,0.975000023841858,0.4818181991577149,0.4318182170391083,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
